starter_sentence|temperature|score|iter|text
a man|1.5|20|3|a man settle the do each business jumped it's patiently . where ? given sadly , packs shot diverse vs last twice test windows easy themselves can herself became explained this bar nope thank red treat so landed the smiled any more drowned done a windshield pastor 01100110 wiping your i'm hadn't hmm maybe quiet here milk english pardon . stronger my john whom hungry side peep hearing died why 14 several iran blows ran 1 nsfw hunter
a man|1.5|20|4|a man cap eagerly . foundation nodded , nobody from road away yours ready pauses he's mcdonald's i've prepared students aren't sorry williams raised your back over there can't statement probably dress shop sky bar dead legs blow wonderful call shoulders ok hi i'll alphabetized informed aren't examination . frayed
a girl|None|0|0|a girl walks into a bar and says , i have a problem with your hands .
a girl|None|0|1|a girl walks into a bar and says , i don't know what i said .
a girl|None|0|2|a girl walks into a bar and says , i have a problem with your hands .
a girl|None|0|3|a girl walks into a bar and says , i have a problem with a smile .
a girl|None|0|4|a girl is walking down the street when he sees a girl sitting on the porch . the man asks the man if he can help him . the man says , well , i don't know what to do .
a girl|None|1|0|a girl walks into a bar and says , i have a drink for a drink . the bartender says , i don't know , i just got a little girl .
a girl|None|1|1|a girl walks into a bar and says , i have a problem with your face .
a girl|None|1|2|a girl walks into a bar and says to the bartender , i don't know what i said .
a girl|None|1|3|a girl walks into a bar and says , i don't know what i said .
a girl|None|1|4|a girl walks into a bar and says , i don't know what i said .
a girl|None|5|0|a girl walks into a bar and asks for a beer . the bartender says , i don't know what the hell is that ? the man says , i don't know .
a girl|None|5|1|a girl walks into a bar and asks for a drink . the bartender says , i don't know what the hell is that ? the woman says , i don't know , but i don't know what it was .
a girl|None|5|2|a girl walks into a bar and asks for a million bucks . the bartender says , i don't know what it was .
a girl|None|5|3|a girl walks into a bar and says to the bartender , i don't know what i said .
a girl|None|5|4|a girl walks into a bar and asks the bartender if she can have a drink . the bartender says , i don't know , i just got a little girl .
a girl|None|10|0|a girl is a lot of the money . the girl is a little bit , and she is still a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a
a girl|None|10|1|a girl is a lot of a girl and a girl in the world . the woman is a little girl and says , i don't know what to do . the woman says , i don't know , i don't know what to do . the woman says , i don't know , i would have sex with a woman . the woman is shocked and asks , what do you think about ? the woman replies , i don't know . i just can't know . the woman says , i don't know , i have a problem with my wife . i have to ask you a question . the man replies , i don't know . i just can't know . the woman says , i don't know , i have a problem with my wife .
a girl|None|10|2|a girl is walking down the street and sees a girl sitting on a bench . the girl asks her , what's you ? i don't know , i just got a little girl .
a girl|None|10|3|a girl walks into a bar and orders a beer . the bartender says , i have a problem with your hands . i don't have to tell you about it .
a girl|None|10|4|a girl is a lot of a girl and a girl are in a bar . the bartender says , i don't know what you are .
a girl|None|20|0|a girl the a young lady is going to the 'what going to the 'i
a girl|None|20|1|a girl the a young man rushes into the same question about attention , and the other side forward forward . tears , the 'i
a girl|None|20|2|a girl the a young lady is going to work , i have sex aback , i have sex aback , i have sex aback , i have sex aback , i have sex aback , i have sex aback . investigate the 'i
a girl|None|20|3|a girl the a young man rushes into the same question about whether to the 'i 'i
a girl|None|20|4|a girl the a young man rushes into the same question . hysterically , the 'i agreed to the 'i
a girl|0.2|0|0|a girl walks into a bar and asks for a drink . the bartender says , you know , i just got a little girl .
